product_name,product_image,product_code,product_price
Chuck Taylor All Star High Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia68403.jpg?preset=details,68403,59.99
Women's 577 Wide Training Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia50565.jpg?preset=details,50565,54.99
Women's D'Lites Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia58251.jpg?preset=details,58251,54.99
Women's Zuma Studio Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia32163.jpg?preset=details,32163,49.99
Women's Hurricane 4 ISO Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia96188.jpg?preset=details,96188,99.99
Women's Cortez Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia77146.jpg?preset=details,77146,"
            Add to cart for price"
Women's Incite Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia50709.jpg?preset=details,50709,59.99
Women's CERUS LITE Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia50363.jpg?preset=details,50363,64.99
Women's Legend React 2 Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia78519.jpg?preset=details,78519,"
            Add to cart for price"
Women's Flex Experience 8 Wide Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia35895.jpg?preset=details,35895,64.99
Women's Disruptor Premium 2 Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia30352.jpg?preset=details,30352,"
            Add to cart for price"
Women's Neko Retro Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia56559.jpg?preset=details,56559,59.99
Women's Energy Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia90165.jpg?preset=details,90165,59.99
Women's Legend React 2 Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia35875.jpg?preset=details,35875,99.99
Women's Synergy Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia00876.jpg?preset=details,00876,59.99
Women's Postrunner 2 Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia30725.jpg?preset=details,30725,59.99
Women's Nergize Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia91697.jpg?preset=details,91697,59.99
Women's Gratis Slip On Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia75638.jpg?preset=details,75638,59.99
Women's Chuck Taylor All Star Madison High Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia50730.jpg?preset=details,50730,59.99
Women's Renew Arena Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia32968.jpg?preset=details,32968,74.99
Chuck Taylor All Star High Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia77831.jpg?preset=details,77831,59.99
Women's Chuck Taylor All Star Madison Low Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia78573.jpg?preset=details,78573,54.99
Women's Excursion TR 12 Trail Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia78773.jpg?preset=details,78773,64.99
Women's Ward Low Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia78995.jpg?preset=details,78995,64.99
Women's Ward High Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia78992.jpg?preset=details,78992,64.99
Women's Tazon 6 FM Wide Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia91974.jpg?preset=details,91974,64.99
Women's Devotion Plus Walking Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia93066.jpg?preset=details,93066,59.99
Women's GUIDE RUNNING SHOE,https://www.famousfootwear.com/ProductImages/shoes_ia92069.jpg?preset=details,92069,79.99
Women's Crestood Hiking Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia73760.jpg?preset=details,73760,69.99
Women's Hurricane 4 ISO Wide Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia96189.jpg?preset=details,96189,99.99
Women's Transmit Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia59649.jpg?preset=details,59649,99.99
Women's Tanjun Wide Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia77122.jpg?preset=details,77122,64.99
Women's Pacer Next Cage Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia91973.jpg?preset=details,91973,64.99
Women's Ebernon High Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia78599.jpg?preset=details,78599,69.99
Women's Gratis Slip On Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia33667.jpg?preset=details,33667,59.99
Women's Lite Racer RBN Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia30408.jpg?preset=details,30408,69.99
Women's Foundation Elite TR Training Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia35899.jpg?preset=details,35899,69.99
Women's Zenvo Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia34769.jpg?preset=details,34769,64.99
Women's D'Lites Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia31133.jpg?preset=details,31133,54.99
Women's Flex Appeal 3.0 Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia18020.jpg?preset=details,18020,54.99
Women's Ebernon Low Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia00062.jpg?preset=details,00062,59.99
Women's All Star Low Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia30163.jpg?preset=details,30163,54.99
Women's Tanjun Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia78605.jpg?preset=details,78605,64.99
Women's Ward Deluxe Ultra Cush Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia18157.jpg?preset=details,18157,64.99
Women's Ward High Top Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia78989.jpg?preset=details,78989,64.99
Women's Air Max Axis Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia35919.jpg?preset=details,35919,89.99
Women's FREEDOM ISO RUNNING SHOE,https://www.famousfootwear.com/ProductImages/shoes_ia92082.jpg?preset=details,92082,79.99
Women's Legend React 2 Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia32731.jpg?preset=details,32731,99.99
Women's GEL-ZIRUSS 2 Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia78536.jpg?preset=details,78536,109.99
Women's Legend React 2 Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia55793.jpg?preset=details,55793,89.99
Women's Breathe Trainer,https://www.famousfootwear.com/ProductImages/shoes_ia34050.jpg?preset=details,34050,"
            Add to cart for price"
Women's Tazon 6 FM Wide Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia58306.jpg?preset=details,58306,69.99
Women's Rogue Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia34823.jpg?preset=details,34823,79.99
Women's Ultra Flex Statement Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia76996.jpg?preset=details,76996,54.99
Women's Lite Racer RBN Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia30410.jpg?preset=details,30410,69.99
Women's Court Royale AC Sneaker,https://www.famousfootwear.com/ProductImages/shoes_ia35925.jpg?preset=details,35925,59.99
Women's 420 V4 Wide Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia90833.jpg?preset=details,90833,49.99
Women's Renew Arena Running Shoe,https://www.famousfootwear.com/ProductImages/shoes_ia32993.jpg?preset=details,32993,64.99
